;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_niv_1;icd10_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
145248;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.83;2.95;2.73;2.48;3.12;3.1;2.4;2.6;2.7;2.5;2.3;2.5;2.8;2.8;2.5;2.6;2.9;2.8;3;2.9;2.5;2.4
145249;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);4.91;4.91;3.84;4.29;3.38;4.6;4.1;3.4;4.4;3.2;4.6;4;5;3.8;4.7;3.4;5.6;4.6;4.2;3.8;3.6;3.6
145250;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);4.45;3.5;2.02;2.77;3.52;4.2;3.4;2.5;3.5;3.6;2.5;2.3;2.7;3;4;3.2;3.3;3.5;3.3;2.7;3.1;5
145251;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);4.11;2.23;2.91;2.91;3.03;3.7;3.5;3.2;3;3.1;2.9;2.6;3.6;1.8;3.3;4;3;3.2;3.7;3.2;4.1;4.4
145252;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.67;2.79;3.04;4.41;2.9;2.6;3.9;3.2;3.5;4;3.7;3.1;4.2;2.8;3.7;3.3;3.9;3.1;2.9;3.6;3.7;3.8
145253;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.16;3.9;2.93;2.79;2.24;2.9;3.4;3.2;2.8;3;3.4;3.8;2.1;2.7;2.2;3.5;3.3;2.9;2.5;3.1;2.8;2.8
145254;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.28;4.02;4.91;4.4;3.27;3.4;3.8;4.3;4;4.1;3.7;4.2;4.5;3.7;2.9;4.1;4.2;3.4;5.5;5.9;4.6;5.1
145255;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);4.39;3.45;3.82;2.6;3.12;3.1;3.3;2.9;2.4;2.9;2.8;2;2.5;2.5;2.4;2.6;3.2;2.4;3.2;2.3;2.6;3.2
145256;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.95;3.06;3.67;3.75;2.97;3.3;3.1;3.7;2.8;3.2;3.6;2.1;3.3;2.5;3;3.2;2.3;3.6;3.1;3.6;4.3;3.1
145257;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.16;2.73;2.85;2.64;3.09;2.9;3.2;3.6;2.5;3;3.5;1.9;3.3;2.3;2.8;2.5;3.1;4;2.9;2;4;2.3
145258;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.45;3.45;3.46;2.08;3.46;3.5;2.1;2.6;2.5;1.8;1.9;2;1.8;1.6;2.2;2.9;2.4;2.2;3.1;2.9;2.4;3.5
145259;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.3;3.66;2.68;3.6;2.04;3.5;3.3;2;3.2;2.4;2.5;2.9;3.6;2;2.9;2.6;3.8;3.1;2.9;2.8;3.3;3.7
145260;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);2.99;3.19;3.02;2.92;2.49;2.6;2.7;3.1;2.5;2.5;3.7;1.5;2.7;2.7;2.8;3.1;3.5;2.8;2.8;3.5;4.3;3.1
145261;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.32;5.28;3.22;2.89;3.83;3;5.5;4.1;2.8;3.1;4.2;3.4;5;3.6;2.3;3.6;4;4.3;3.9;4.7;3.5;6.8
145262;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);4.6;5.13;4.75;4.1;3.18;4.3;3.6;4.6;2.7;3.7;4.2;3.1;4;3.5;3.4;4.3;3.8;4;3.7;3.8;3.6;3.7
145263;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.65;4.53;3.68;4.54;4.3;3.3;2.9;3.5;2.9;2.9;2.7;3.6;2.8;3.2;2.7;3.4;3.1;3.8;3.7;3.4;3.5;4.4
145264;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.07;4.79;3.38;2.53;3.64;3.1;4.5;5;2.8;5.1;4.8;6.6;2;3.7;4.6;4.3;4.6;4.4;2;5.5;4.6;5.8
145265;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);3.13;2.91;3.1;2.58;2.54;3.4;3.2;3.1;3;2.8;2.7;3;3.1;3;3;3.3;3.5;3.2;3.6;4;3.8;3.9
145266;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.14;3.03;3.65;3.81;3.66;4.4;4.8;3.5;4.6;3.9;3.3;3.7;4;5;2.5;3.6;3.8;2.7;3.6;3.6;5.2;4.9
145267;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.68;3.16;4.18;2.53;3.26;4.8;3.4;2.4;4.1;3.1;4;3;4;3.9;3.2;4.4;4.3;4;3.7;3.3;3.9;5
145268;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);5.83;5.31;4.63;3.85;4.16;4.6;4.6;3.9;3.8;3.8;3.6;3.4;3.5;3.3;3.6;3.9;3.9;3.6;3.9;3.3;3.2;2.6
145269;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);4.38;3.15;1.91;1.93;2.59;3.3;1.3;2;1.4;2.8;4.2;0.7;6.6;3.7;0.8;: ;1.6;0.8;1.6;3.2;0.8;1.6
145270;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);: ;: ;: ;1.96;1.93;3.8;4.3;5.2;3.3;4.8;3.8;4.8;3.4;1.9;3.4;: ;: ;: ;: ;: ;: ;:
145271;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);: ;: ;: ;3.37;3.89;6.1;4.9;3.8;4.9;4.9;6.5;6;6;6.5;7.1;: ;: ;: ;: ;: ;: ;:
145272;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);: ;: ;: ;1.65;:;2.6;0.9;: ;1.9;1;1;: ;: ;1.1;3.5;: ;: ;: ;: ;: ;: ;:
145273;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;N;N_OTH;Autres maladies de l'appareil genito-urinaire (partie restante de N00-N99);: ;: ;: ;2.22;2.49;1.3;1.8;1.5;1.3;1.3;1.9;2.4;1.1;2.7;2.8;: ;: ;: ;: ;: ;: ;:
146477;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.29;0.22;0.31;0.35;0.38;0.5;0.4;0.5;0.4;0.6;0.5;0.4;0.4;0.6;0.8;0.9;0.8;0.9;0.9;1.2;1.3;2.4
146478;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.15;0.31;0.46;1.23;0.46;0.6;0.8;1.2;0.8;0.5;1.2;0.5;0.9;1.1;0.9;0.8;1.2;0.5;0.9;1.4;1.2;2.7
146479;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.32;0.32;0.43;0.53;0.53;0.2;0.6;0.4;0.8;0.3;0.9;0.4;0.3;0.8;0.9;0.8;0.9;0.5;1.4;0.5;1.5;2.5
146480;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.44;0.22;0.34;0.45;0.34;0.9;0.6;0.6;0.2;1;0.6;0.6;1;1;1;0.5;0.9;1.3;0.8;1.6;1.6;2.1
146481;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.48;0.24;0.24;0.4;0.32;0.2;0.5;0.3;0.5;0.3;0.3;0.7;0.7;0.7;0.9;0.9;1;0.9;0.8;0.8;1.3;2
146482;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;0.56;0.14;0.7;0.28;0.4;0.6;0.7;0.7;0.4;0.9;0.9;1.3;0.3;0.9;0.4;0.7;1.7;1.2;1;1.7;2.5
146483;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;0.13;0.25;0.13;0.25;0.5;0.3;0.3;0.9;0.8;0.5;1;: ;0.6;0.4;0.9;1.3;0.5;0.5;0.8;1.1;1.1
146484;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.45;0.51;0.66;0.51;0.51;0.6;0.7;0.7;0.3;0.5;0.7;0.9;1;1.1;0.9;1.1;1;1;1;1.2;1.9;2.5
146485;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.09;0.44;0.17;0.26;0.26;0.4;0.3;0.7;0.7;0.9;0.4;0.8;0.7;0.5;0.9;0.9;0.6;0.6;0.8;0.9;1.7;2.4
146486;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.44;0.33;0.44;0.22;0.22;0.6;0.2;0.6;0.4;0.6;0.5;0.7;0.2;1;0.8;0.9;1.1;0.5;0.6;1.2;1.1;2.1
146487;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;: ;0.69;0.17;0.35;0.5;: ;0.5;0.5;0.4;0.7;0.7;0.9;0.4;1.4;0.5;0.4;0.5;1.1;2.4;0.5;2.4
146488;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.33;0.39;0.39;0.51;0.34;0.2;0.5;0.4;0.6;0.4;0.4;0.5;1;0.6;1.1;0.8;0.8;0.8;1.2;1.1;1.6;2.2
146489;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.12;0.19;0.19;0.44;0.38;0.6;1.1;0.4;0.3;0.2;0.3;0.6;0.7;0.4;0.6;0.7;0.8;1;0.8;0.9;1.4;1.9
146490;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.34;0.34;0.23;0.35;0.23;0.2;0.6;0.6;0.4;0.7;1.1;0.5;1.3;0.4;0.6;1;0.9;0.5;0.9;1.3;1.1;1.8
146491;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.92;0.31;0.38;0.38;0.38;0.4;0.7;0.5;0.4;0.5;0.5;0.3;0.4;0.8;0.7;0.7;0.5;0.4;0.4;0.7;1;1.5
146492;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.2;0.27;: ;0.21;0.56;0.7;0.6;0.4;0.1;0.3;0.4;0.3;0.3;0.5;0.5;0.5;0.3;0.5;0.3;0.7;1.1;1.6
146493;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;0.85;0.28;: ;0.56;1.1;0.3;: ;0.3;: ;0.6;0.3;: ;0.3;0.6;1.4;0.3;0.3;0.6;0.9;0.6;1.2
146494;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.09;0.25;0.45;0.45;0.39;0.5;0.6;0.4;0.4;0.3;0.4;0.3;0.3;0.5;0.5;0.7;0.5;0.8;0.7;0.8;0.9;2.1
146495;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.15;0.61;0.61;0.46;0.61;0.3;0.2;0.5;: ;0.3;1.1;0.2;0.5;0.3;1.1;0.8;0.2;1.3;0.2;0.9;0.9;2
146496;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;0.23;0.46;0.31;0.47;0.4;0.8;0.3;0.2;0.6;0.2;0.6;0.6;0.6;0.9;0.7;0.7;0.5;0.4;0.6;0.7;1.2
146497;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;0.29;0.21;0.17;0.17;0.17;0.3;0.6;0.4;0.5;0.3;0.4;0.5;0.4;0.4;0.6;0.5;0.6;0.4;0.4;0.6;0.4;1
146498;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;1.26;: ;: ;:;1.3;: ;: ;1.4;: ;0.7;0.7;: ;: ;: ;: ;: ;: ;: ;: ;: ;3.2
146499;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;: ;: ;0.49;:;0.5;1.4;0.5;0.5;0.5;0.5;: ;0.5;1;0.5;: ;: ;: ;: ;: ;: ;:
146500;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;: ;: ;1.12;:;: ;1.1;0.5;0.5;: ;1.6;0.5;0.5;1.1;: ;: ;: ;: ;: ;: ;: ;:
146501;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;R;R95;Syndrome de la mort subite du nourrisson;: ;: ;: ;0.49;0.99;0.3;0.8;0.8;0.5;0.3;1.1;0.5;0.3;0.3;0.6;: ;: ;: ;: ;: ;: ;:
146764;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;55.97;46.02;62.24;53.25;43.06;38.8;35.7;35.3;34.7;35.7;37.3;36.1;43.2;45.1;43.3;44.1;41.7;47;41.3;42.2;43.1;45.4
146765;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;39.86;36.48;52.02;38.49;39.29;29.2;31.3;22.6;23.8;21;24.7;19.3;22.2;15.9;15.9;20.6;12.2;17.8;16.4;12.7;12.2;14
146766;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;30.73;43.26;41.15;30.87;25.59;27.6;22;18.5;16.4;15.6;16.2;13.3;15.5;14.7;18.9;14.9;15.5;15;12;14.5;10.4;13.5
146767;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;39.3;49.56;68.86;92.84;40.21;45.1;27.5;27.2;28.9;25.9;24.8;32.6;21.5;21.3;18;17.1;15.4;15.9;19.9;23.5;17.9;16
146768;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;35.39;42;40.17;39.47;29.11;27.1;18.9;18.4;16.9;14.8;13.3;15.7;14.5;17.6;16.1;11.3;11.7;13.7;20.9;12.4;10.3;12.9
146769;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;41.11;43.08;47.61;44.43;34.53;39;24.5;22.8;21.2;20.8;21.9;18.8;14.3;18.9;12.5;12.5;11;14.6;11.5;10.3;7.7;13
146770;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;52.76;56.26;60.9;68.41;45.63;37.3;26.2;29.6;27.9;24.7;25.5;23.5;26.7;24.2;19.8;19.5;17.2;22.3;15.9;15;18.1;20.1
146771;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;26.55;34.48;46.46;37.28;28.92;21.9;19.5;17;16.9;17.8;15.6;12.6;15;15.5;15.8;13;11.6;15;11.1;11.7;11.5;12.8
146772;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;26.48;36.93;72.46;32.37;32.97;28.1;22.7;20.7;19.9;18.5;27.5;19.2;55.1;34.4;45.9;27.8;20.9;17.4;12.6;18.5;14.5;14.5
146773;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;32.99;39.18;79.44;33.33;40.59;48.1;24.4;21.3;20.9;21.9;18.4;22.3;24;20.8;21.4;20.2;17.5;21.9;20.5;20.9;24.2;20.5
146774;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;21.4;32.11;37.32;29.58;26.67;23.6;18.1;18.8;16.6;16.9;15.1;14.2;11.8;13.6;15.5;13.4;11.6;10.9;11.7;10;12.6;13
146775;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;26.45;33.68;37.02;34.05;28.09;23.8;20.2;20.9;19.2;19.5;15.5;17.9;18.1;16.3;17.5;16;12;16.9;13.3;14.3;12.6;14
146776;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;25.27;23.66;33.77;24.72;25;17.1;17.2;22.3;13.9;13.7;11.1;13.5;11.6;12;11;11.3;10.5;14.9;10.7;9.7;10.9;10.4
146777;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;24.35;22.95;34.55;36.18;23.42;22.6;19.1;18.7;16.9;17.5;13.6;11.7;14.4;16;13.1;13.7;9.6;16.7;10.1;10.3;9;9.3
146778;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;27.09;41.42;46.09;50.41;30.51;31.5;32.2;18.4;18.1;18.3;18.8;17.1;18.1;17.3;17.3;17.4;16.2;20.6;17.1;12.6;13.9;16.1
146779;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;54.88;49.36;108.58;66.95;36.34;43.1;19.6;20.6;19.4;22.2;25.2;25.6;31.2;27.9;29.2;28.2;25.4;31.8;26.9;25.6;27.6;28
146780;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;76.35;31.27;64.77;39.91;21.59;20.9;17.3;18.2;15.4;15;12.2;14;11.5;15.5;15.3;15.6;14.2;14;14.2;15.4;8.1;14.1
146781;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;50.08;37.76;41.21;37.51;45.55;28.2;26.5;23.5;25.6;24.8;30.9;21.3;24.8;25.2;22.2;19.8;19;19.7;16.3;17.9;15.2;15.7
146782;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;49.25;36.65;53.78;41.11;70.05;87.3;25.3;18.2;18.3;13.1;16.7;14.6;14;14.8;17.4;15.8;14.3;17.9;13.4;14;12.9;13
146783;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;51.42;42.08;41;43.14;31.82;35.3;18.6;17.7;16.6;17.6;14.4;13.6;13.3;22;15.7;16.4;13.3;21.3;14.1;18.2;17.9;20.1
146784;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;36.25;41.93;42.47;40.81;48.44;89.6;23.6;20.5;19.3;15.5;20.6;23;22.3;23.9;43.8;25.3;21.5;28.9;24.1;25;18;20.5
146785;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;66.26;46.04;44.48;41.12;46.63;28.8;28.6;16.8;20.4;22.2;23.3;23.7;22.6;25.3;21.9;20;17.2;29.2;30;34.7;44.1;36.3
146786;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;: ;: ;: ;44.1;34.78;39;26.2;29.5;31.9;18.6;18.7;14.9;20.3;22.8;27.3;: ;: ;: ;: ;: ;: ;:
146787;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;: ;: ;: ;306.4;20.03;22;41;22.3;18.9;28.6;19.4;21.7;16.8;18;22.4;: ;: ;: ;: ;: ;: ;:
146788;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;: ;: ;: ;50.44;31.19;54.8;24.9;13.6;35.5;58.8;28.8;38.9;25.5;29.9;87.9;: ;: ;: ;: ;: ;: ;:
146789;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;R;R96-R99;Causes inconnues ou non precisees de mortalite;: ;: ;: ;23.72;13.92;8.3;8.1;8.4;8.5;5.2;6.1;6.7;8.1;10.4;10.3;: ;: ;: ;: ;: ;: ;:
147067;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;M;RHEUM_ARTHRO;Arthrite rhumatoede et osteo-arthrite (M05-M06. M15-M19);0.34;0.29;0.4;0.24;0.31;0.3;0.3;0.2;0.3;0.3;0.3;0.4;0.3;0.3;0.2;0.3;0.2;0.3;0.3;0.3;0.2;0.1
147068;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;M;RHEUM_ARTHRO;Arthrite rhumatoede et osteo-arthrite (M05-M06. M15-M19);0.61;0.61;0.61;0.61;0.31;0.3;0.9;0.3;0.6;0.5;0.6;0.2;0.6;0.6;0.5;0.2;0.5;0.2;0.8;0.5;0.5;0.3
147069;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;M;RHEUM_ARTHRO;Arthrite rhumatoede et osteo-arthrite (M05-M06. M15-M19);0.32;0.21;0.32;0.53;0.21;0.4;0.4;0.8;0.8;0.4;0.5;0.1;0.4;0.4;0.5;0.5;0.1;0.3;0.3;0.4;0.1;0.6
147070;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;M;RHEUM_ARTHRO;Arthrite rhumatoede et osteo-arthrite (M05-M06. M15-M19);0.11;0.11;0.89;0.11;0.45;0.8;0.6;0.5;0.3;0.5;: ;0.6;0.3;0.3;0.6;0.3;0.7;0.6;0.5;0.1;0.3;0.7
147071;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;M;RHEUM_ARTHRO;Arthrite rhumatoede et osteo-arthrite (M05-M06. M15-M19);0.32;1.12;0.4;0.4;0.4;0.2;0.2;0.6;0.3;0.7;0.7;0.5;0.8;0.7;0.6;0.4;0.8;0.6;0.8;0.7;0.4;0.6
